Date,Open,High,Low,Close,Adj. Close,Change,Volume
2011-02-22,15.14000,15.14000,15.14000,15.14000,15.14000,-2.26%,0
2011-02-23,14.98000,14.98000,14.98000,14.98000,14.98000,-1.06%,0
2011-02-24,14.93000,14.93000,14.93000,14.93000,14.93000,-0.33%,0
2011-02-25,15.14000,15.14000,15.14000,15.14000,15.14000,1.41%,0
2011-02-28,15.15000,15.15000,15.15000,15.15000,15.15000,0.07%,0
2011-03-01,14.90000,14.90000,14.90000,14.90000,14.90000,-1.65%,0
2011-03-02,14.87000,14.87000,14.87000,14.87000,14.87000,-0.20%,0
2011-03-03,15.06000,15.06000,15.06000,15.06000,15.06000,1.28%,0
2011-03-04,14.89000,14.89000,14.89000,14.89000,14.89000,-1.13%,0
2011-03-07,14.74000,14.74000,14.74000,14.74000,14.74000,-1.01%,0
2011-03-08,15.00000,15.00000,15.00000,15.00000,15.00000,1.76%,0
2011-03-09,14.96000,14.96000,14.96000,14.96000,14.96000,-0.27%,0
2011-03-10,14.81000,14.81000,14.81000,14.81000,14.81000,-1.00%,0
2011-03-11,14.87000,14.87000,14.87000,14.87000,14.87000,0.41%,0
2011-03-14,14.64000,14.64000,14.64000,14.64000,14.64000,-1.55%,0
2011-03-15,14.48000,14.48000,14.48000,14.48000,14.48000,-1.09%,0
2011-03-16,14.25000,14.25000,14.25000,14.25000,14.25000,-1.59%,0
2011-03-17,14.33000,14.33000,14.33000,14.33000,14.33000,0.56%,0
2011-03-18,14.28000,14.28000,14.28000,14.28000,14.28000,-0.35%,0
2011-03-21,14.44000,14.44000,14.44000,14.44000,14.44000,1.12%,0
2011-03-22,14.37000,14.37000,14.37000,14.37000,14.37000,-0.48%,0
2011-03-23,14.50000,14.50000,14.50000,14.50000,14.50000,0.90%,0
2011-03-24,14.55000,14.55000,14.55000,14.55000,14.55000,0.34%,0
2011-03-25,14.66000,14.66000,14.66000,14.66000,14.66000,0.76%,0
2011-03-28,14.66000,14.66000,14.66000,14.66000,14.66000,,0
2011-03-29,14.80000,14.80000,14.80000,14.80000,14.80000,0.95%,0
2011-03-30,14.87000,14.87000,14.87000,14.87000,14.87000,0.47%,0
2011-03-31,14.75000,14.75000,14.75000,14.75000,14.75000,-0.81%,0
2011-04-01,14.87000,14.87000,14.87000,14.87000,14.87000,0.81%,0
2011-04-04,14.78000,14.78000,14.78000,14.78000,14.78000,-0.61%,0
2011-04-05,14.81000,14.81000,14.81000,14.81000,14.81000,0.20%,0
2011-04-06,14.70000,14.70000,14.70000,14.70000,14.70000,-0.74%,0
2011-04-07,14.73000,14.73000,14.73000,14.73000,14.73000,0.20%,0
2011-04-08,14.53000,14.53000,14.53000,14.53000,14.53000,-1.36%,0
2011-04-11,14.47000,14.47000,14.47000,14.47000,14.47000,-0.41%,0
2011-04-12,14.32000,14.32000,14.32000,14.32000,14.32000,-1.04%,0
2011-04-13,14.31000,14.31000,14.31000,14.31000,14.31000,-0.07%,0
2011-04-14,14.36000,14.36000,14.36000,14.36000,14.36000,0.35%,0
2011-04-15,14.45000,14.45000,14.45000,14.45000,14.45000,0.63%,0
2011-04-18,14.51000,14.51000,14.51000,14.51000,14.51000,0.42%,0
2011-04-19,14.48000,14.48000,14.48000,14.48000,14.48000,-0.21%,0
2011-04-20,14.48000,14.48000,14.48000,14.48000,14.48000,,0
2011-04-21,14.49000,14.49000,14.49000,14.49000,14.49000,0.07%,0
2011-04-26,14.55000,14.55000,14.55000,14.55000,14.55000,0.41%,0
2011-04-27,14.62000,14.62000,14.62000,14.62000,14.62000,0.48%,0
2011-04-28,14.50000,14.50000,14.50000,14.50000,14.50000,-0.82%,0
2011-04-29,14.52000,14.52000,14.52000,14.52000,14.52000,0.14%,0
2011-05-02,14.44000,14.44000,14.44000,14.44000,14.44000,-0.55%,0
2011-05-03,14.44000,14.44000,14.44000,14.44000,14.44000,,0
2011-05-04,14.30000,14.30000,14.30000,14.30000,14.30000,-0.97%,0
2011-05-05,14.43000,14.43000,14.43000,14.43000,14.43000,0.91%,0
2011-05-06,14.59000,14.59000,14.59000,14.59000,14.59000,1.11%,0
2011-05-09,14.91000,14.91000,14.91000,14.91000,14.91000,2.19%,0
2011-05-10,14.93000,14.93000,14.93000,14.93000,14.93000,0.13%,0
2011-05-11,14.84000,14.84000,14.84000,14.84000,14.84000,-0.60%,0
2011-05-12,15.02000,15.02000,15.02000,15.02000,15.02000,1.21%,0
2011-05-13,14.89000,14.89000,14.89000,14.89000,14.89000,-0.87%,0
2011-05-16,14.76000,14.76000,14.76000,14.76000,14.76000,-0.87%,0
2011-05-17,14.83000,14.83000,14.83000,14.83000,14.83000,0.47%,0
2011-05-18,14.87000,14.87000,14.87000,14.87000,14.87000,0.27%,0
2011-05-19,14.91000,14.91000,14.91000,14.91000,14.91000,0.27%,0
2011-05-20,14.90000,14.90000,14.90000,14.90000,14.90000,-0.07%,0
2011-05-23,14.86000,14.86000,14.86000,14.86000,14.86000,-0.27%,0
2011-05-24,14.76000,14.76000,14.76000,14.76000,14.76000,-0.67%,0
2011-05-25,14.84000,14.84000,14.84000,14.84000,14.84000,0.54%,0
2011-05-26,14.87000,14.87000,14.87000,14.87000,14.87000,0.20%,0
2011-05-27,14.77000,14.77000,14.77000,14.77000,14.77000,-0.67%,0
2011-05-30,14.75000,14.75000,14.75000,14.75000,14.75000,-0.14%,0
2011-05-31,14.80000,14.80000,14.80000,14.80000,14.80000,0.34%,0
2011-06-01,14.42000,14.42000,14.42000,14.42000,14.42000,-2.57%,0
2011-06-02,14.38000,14.38000,14.38000,14.38000,14.38000,-0.28%,0
